AÑO,MUNICIPIO,TIPO,ACCIÓN,CONTRATO,EMPRESA,MONTO CONTRATADO,AVANCE FÍSICO,AVANCE FINANCIERO,MODALIDAD
2015,IRAPUATO,OBRA,UMAPS EN CUCHICUATO,SOP/RE/AM/PU/ED/OB/ISAPEG/2015-0144,DIOSDADO MANRIQUEZ MARIA SUSANA,"$502,332.04 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,VILLAGRÁN,OBRA,UMPAS EN MEXICANOS,SOP/RE/AM/PU/ED/OB/ISAPEG/2015-0146,TAMAYO SOTO JOSE ADRIAN FABIAN,"$642,222.94 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,LEÓN,PROYECTO,EDIFICIO PARA LA DIRECCIÓN GRAL. DE REINTEGRACIÓN SOCIAL,SOP/RF/AM/PU/AO/SERV/SSP/2015-0143,"VIE ARQUITECTOS, S.A. DE C.V.","$499,257.27 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,PURÍSIMA DEL RINCÓN,OBRA,ASFALTADO DEL CAMINO TEPETATE DEL GALLO-CASAS BLANCAS,SOP/RE/AE/PU/CT/OB/OP/2015-0145,"VISE, S.A. DE C.V.","$4,860,455.56 ",100.00 %,100.00 %,ADJUDICACION DIRECTA POR EXCEPCION
2015,IRAPUATO,OBRA,AMPLIACIÓN Y REMODELACIÓN DEL HOSPITAL GENERAL,SOP/RE/LP/PU/ED/OB/ISAPEG/2015-0148,"CONSTRUCCIONES Y URBANIZACIONES HIDALGO, S.A. DE C.V.","$8,215,648.59 ",CONTRATO RESCINDIDO,100.00 %,LICITACION PUBLICA
2015,VARIOS MUNICIPIOS,OBRA,DESYERBE Y DESMONTE ZONA DOLORES HIDALGO,SOP/RE/LS/PU/IV/OB/OP/2015-0149,"CONSTRUCTORA Y URBANIZADORA RODRIGUEZ, S.A. DE C.V.","$1,509,341.32 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2015,SALAMANCA,PROYECTO,ALMACÉN Y TALLERES DE MANTENIMIENTO EN EL HOSPITAL GENERAL,SOP/RE/AM/PU/AO/SERV/ISAPEG/2015-0147,ARAIZA MORENO GABRIEL,"$247,409.45 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,CELAYA,OBRA,UMAPS EN ROQUE,SOP/RE/LS/PU/ED/OB/ISAPEG/2015-0153,"GRUPO ALCIRA, S.C.","$1,314,961.84 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2015,CORTAZAR,OBRA,UMAPS EN TIERRA FRÍA,SOP/RE/LS/PU/ED/OB/ISAPEG/2015-0152,MARTINEZ LULE GUSTAVO,"$5,869,974.69 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2015,YURIRIA,OBRA,UMAPS EN SAN ANDRÉS ENGUARO,SOP/RE/LS/PU/ED/OB/ISAPEG/2015-0151,"MEDRANO CONSTRUCTORES, S.A. DE C.V.","$8,208,228.21 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2015,SILAO,OBRA,2A ETAPA DE CONSTRUCCIÓN DEL INGUDIS Y ÁREAS EXTERIORES,SOP/RF/IN/PU/ED/OB/INGUDIS/2015-0150,"TITANIO URBANIZACIONES, S.A. DE C.V.","$5,668,069.74 ",100.00 %,100.00 %,INVITACION CUANDO MENOS A 3
2015,SAN DIEGO DE LA UNIÓN,OBRA,UMAPS EN PEÑUELAS,SOP/RE/LS/PU/ED/OB/ISAPEG/2015-0155,"ADVICSA, S.A. DE C.V.","$7,764,617.17 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2015,GUANAJUATO,OBRA,UMAPS EN CAÑADA DE BUSTOS,SOP/RE/LS/PU/ED/OB/ISAPEG/2015-0156,SEGURA VEGA MARIA DEL CARMEN,"$5,367,831.87 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2015,SAN MIGUEL DE ALLENDE,OBRA,CANCHA DE FUTBOL SOCCER EN TIERRA BLANCA DE ABAJO,SOP/RE/AM/PU/ED/OB/CODE/2015-0158,REYES SOTO VICTOR MANUEL,"$1,693,326.43 ",100.00 %,99.86 %,ADJUDICACION DIRECTA
2015,LEÓN,PROYECTO,RED CONTRA INCENDIOS EN EL CENTRO DE INTERNACIÓN PARA ADOL.,SOP/RF/AM/PU/AO/SERV/SSP/2015-0157,"GRUCOBA, S.A. DE C.V.","$316,079.42 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,SALVATIERRA,PROYECTO,ENTRONQUE A DESNIVEL DEL LIBRAMIENTO,SOP/RE/LS/PU/IV/SERV/OP/2015-0154,GARCIA AGUILERA CLAUDIO ALEJANDRO,"$497,391.80 ",TERMINACION ANTICIPADA,100.00 %,LICITACION SIMPLIFICADA
2015,SALVATIERRA,OBRA,REHAB. DE ACCESO COMUNIDAD DE SAN PEDRO DE LOS NARANJOS,SOP/RE/AM/PU/CT/OB/OP/2015-0159,MALDONADO RODRIGUEZ IGNACIO,"$790,134.21 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,ROMITA,OBRA,REHAB. DEL CAMPO DE BEISBOL,SOP/RE/AM/PU/ED/OB/CODE/2015-0162,"ACCA, S.A. DE C.V.","$799,996.82 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,CELAYA,PROYECTO,ADECUACIÓN PARA EL CENTRO DE ACTUALIZACIÓN DE MAGISTERIO,SOP/RE/AM/PU/AO/SERV/SEG/2015-0161,CENDEJAS AYALA JORGE ALBERTO,"$334,556.81 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA,ESTUDIO,EST. AMB. PTE. COM. LOS RIOYOS SOBRE R. LAJA,SOP/RE/AM/PU/CT/SERV/OP/2015-0160,MORALES RODRIGUEZ JUAN MANUEL,"$79,549.20 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,JERÉCUARO,OBRA,UMAPS EN CANDELAS,SOP/RE/LS/PU/ED/OB/ISAPEG/2015-0166,"PAVIMENTOS MC, S.A. DE C.V.","$6,180,534.17 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2015,SAN LUIS DE LA PAZ,OBRA,UMPAS EN MINERAL DE POZOS,SOP/RE/LS/PU/ED/OB/ISAPEG/2015-0165,MEDINA FLORES J. LORETO,"$6,686,689.56 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2015,SANTA CRUZ DE JUVENTINO ROSAS,OBRA,UMAPS EN SANTIAGO DE CUENDA,SOP/RE/LS/PU/ED/OB/ISAPEG/2015-0164,"DESARROLLADORES DE PROYECTOS BICENTENARIO, S.A. DE C.V.","$6,439,999.91 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2015,LEÓN,OBRA,REMODELACIÓN DE DOS CANCHAS BASQUETBOL DPTVA. LUIS I. RGUEZ.,SOP/RF/AM/PU/ED/OB/CODE/2015-0163,"CONSTRUCCION Y URBANISMO DE LEON, S.A. DE C.V.","$642,387.09 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,VARIOS MUNICIPIOS,PROYECTO,"EDIFICIOS PARA LA DEFENSORÍA PÚBLICA (CEL, IRA, LEÓN Y GTO)",SOP/RF/AE/PU/AO/SERV/SG/2015-0167,ARAIZA MORENO GABRIEL,"$1,298,992.78 ",100.00 %,100.00 %,ADJUDICACION DIRECTA POR EXCEPCION
2015,LEÓN,PROYECTO,ESTRUTURA EN EL KM 13+424 EN EL EJE METROPOLITANO,SOP/RE/AM/PU/CT/SERV/OP/2015-0171,GARCIA AGUILERA CLAUDIO ALEJANDRO,"$453,143.13 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,GUANAJUATO,PROYECTO,REHAB. DEL INMUEBLE DENOMINADO PLAZA ORO,SOP/RE/AM/PU/AO/SERV/SG/2015-0170,CORDERO BARRERA RAFAEL,"$287,020.20 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,VARIOS MUNICIPIOS,ESTUDIO,2A ETAPA DEL PLAN ESTRATÉGICO DE CAMINOS RURALES,SOP/RE/LS/PU/PS/SERV/OP/2015-0172,"GERINPRO CONSULTORES, S.C.","$2,993,388.01 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2015,APASEO EL GRANDE,OBRA,UMAPS EN AMEXCHE,SOP/RE/LS/PU/ED/OB/ISAPEG/2015-0173,LEMUS MUÑOZ LEDO LUIS GUILLERMO,"$4,171,683.89 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2015,SAN DIEGO DE LA UNIÓN,ESTUDIO,ETJ CARR. SDU-SAN FELIPE DEL KM 21+807-23+870 2DA ET.,SOP/RE/AM/PU/CT/SERV/OP/2015-0168,"ASFOR, S.A. DE C.V.","$184,755.07 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,LEÓN,OBRA,BARDA PERIMETRAL EN LA UNIDAD 113 DE LA UPN,SOP/RE/AM/PU/ED/OB/SEG/2015-0169,VALADEZ LOPEZ JOSE FRANCISCO,"$969,676.48 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,SILAO,OBRA,CEDIS-IMPERMEABILIZACIÓN DE ALMACÉN EN GPI,SOP/RE/LS/PU/ED/OB/ISSEG/2015-0176,SANDOVAL ISAS RAMON,"$2,294,314.43 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2015,IRAPUATO,PROYECTO,2A ETAPA DEL PARQUE TECNOLOGICO DE BIOTECNOLOGÍA,SOP/RE/AM/PU/CT/SERV/IECA/2015-0174,"MECANICA INDUSTRIAL Y TRANSFORMADOS, S.A. DE C.V.","$385,346.03 ",CONTRATO RESCINDIDO,100.00 %,ADJUDICACION DIRECTA
2015,SILAO,PROYECTO,MEJORAMIENTO DE LA CONECT. CON LA COMUN. MEZQUITE DE SOTELO,SOP/RE/AM/PU/CT/SERV/GPI/2015-0175,MIRAMONTES IBARRA DANIEL,"$102,339.24 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,IRAPUATO,PROYECTO,MÓDULO FIJO DEL REGISTRO PÚBLICO VEHICULAR,SOP/RE/AM/PU/AO/SERV/SG/2015-0177,"ASOCIACION COURIA, S.A. DE C.V.","$726,808.61 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,PURÍSIMA DEL RINCÓN,PROYECTO,AMPLIACIÓN DE 18 A 30 CAMAS DEL HOSPITAL,SOP/RE/AM/PU/AO/SERV/ISAPEG/2015-0180,MONTIEL MARTINEZ JOSE ANTONIO,"$850,442.06 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,LEÓN,ESTUDIO,EJE METROPOLITANO DEL RINCÓN,SOP/RE/AM/PU/CT/SERV/OP/2015-0179,"INGENIERIA, TECNOLOGIA Y PROYECTOS AMBIENTALES DEL BAJIO, S.C.","$442,122.34 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,LEÓN,ESTUDIO,EST. AMB. LIBRAMIENTO PONIENTE DE LEÓN,SOP/RE/AM/PU/CT/SERV/OP/2015-0178,"INGENIERIA, TECNOLOGIA Y PROYECTOS AMBIENTALES DEL BAJIO, S.C.","$253,047.89 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,YURIRIA,OBRA,PAVIMENTACIÓN ACCESO COMUNIDAD DE TIMBINAL,SOP/RE/AE/PU/CT/OB/OP/2015-0183,SANDOVAL SALMERON MARTIN PAULINO,"$1,589,783.48 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2015,LEÓN,PROYECTO,PARQUE LINEAL INTERCEPTOR EJIDO,SOP/RE/AM/PU/AO/SERV/OP/2015-0182,"SUPERVISION Y DISEÑO, S.A. DE C.V.","$1,210,690.52 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,CELAYA,OBRA,"AMPLIACIÓN DE LA SUBPROCURADURÍA REGIÓN ""C""",SOP/RF/AE/PU/ED/OB/PGJ/2015-0184,"AGREGADOS LA ROCA, S.A. DE C.V.","$89,253,114.08 ",100.00 %,100.00 %,ADJUDICACION DIRECTA POR EXCEPCION
2015,LEÓN,PROYECTO,PUENTE PEATONAL ITL 2 EN BLVD. JUAN ALONSO DE TORRES,SOP/RE/AM/PU/CT/SERV/OP/2015-0181,ESQUEDA OLIVA HUMBERTO,"$470,086.30 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,SANTA CRUZ DE JUVENTINO ROSAS,OBRA,REHAB. DEL CAMINO DE ACCESO A RINCÓN DE CENTENO,SOP/RF/IN/PU/IV/OB/OP/2015-0186,"CORZZISA, S.A. DE C.V.","$8,791,144.54 ",100.00 %,100.00 %,INVITACION CUANDO MENOS A 3
2015,YURIRIA,OBRA,REHAB. DEL CAMINO CERECUARO-BUENA VISTA DE CERANO,SOP/RE/LS/PU/IV/OB/OP/2015-0191,CERVANTES PEREZ FELIPE,"$7,071,717.57 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2015,CORONEO,OBRA,1A ETAPA DE REHAB. DEL CAMINO CAPULÍN-PIEDRA LARGA,SOP/RF/IN/PU/IV/OB/OP/2015-0187,BARRERA MEDINA DIONISIO,"$3,959,961.63 ",100.00 %,100.00 %,INVITACION CUANDO MENOS A 3
2015,SILAO,OBRA,REHAB. DEL CAMINO CARR. FED. 45 SILAO-LEÓN A CHICHIMEQUILLAS,SOP/RF/IN/PU/IV/OB/OP/2015-0188,"CONSTRUCTORA MOURO, S.A. DE C.V.","$5,323,965.51 ",100.00 %,100.00 %,INVITACION CUANDO MENOS A 3
2015,JARAL DEL PROGRESO,OBRA,REHAB. DEL CAMINO ZEMPOALA-LOMA DE ZEMPOALA,SOP/RF/IN/PU/IV/OB/OP/2015-0185,"CESAREO CONSTRUCCIONES, S.A. DE C.V.","$8,491,491.19 ",100.00 %,100.00 %,INVITACION CUANDO MENOS A 3
2015,DOCTOR MORA,OBRA,REHAB. DEL CAMINO TEPETATE-NEGRITAS-CERRO CHATO,SOP/RE/LS/PU/IV/OB/OP/2015-0190,"CONSTRUCTORA Y CONSULTORA VIAN DEL CENTRO, S.A. DE C.V.","$1,282,869.72 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2015,PÉNJAMO,OBRA,CAMINO: MOGOTE DE REYES,SOP/RF/IN/PU/IV/OB/OP/2015-0189,"EPSILON CONSTRUCCIONES Y MAQUINARIA, S.A. DE C.V.","$5,421,908.49 ",100.00 %,100.00 %,INVITACION CUANDO MENOS A 3
2015,ABASOLO,OBRA,PAVIMENTACIÓN CAMINO LA ORDEÑA- COFRADÍA DE PERALTA,SOP/RF/LP/PU/IV/OB/OP/2015-0192,"ALQUILERES DE MAQUINARIA DE CELAYA, S.A. DE C.V.","$11,139,528.36 ",100.00 %,100.00 %,LICITACION PUBLICA
2015,IRAPUATO,OBRA,PAVIMENTACIÓN CAMINO SANTA BÁRBARA-SAN ANTONIO EL RICO,SOP/RF/LP/PU/IV/OB/OP/2015-0195,"CONSTRUCTORA AZACAN, S.A. DE C.V.","$16,982,956.28 ",100.00 %,100.00 %,LICITACION PUBLICA
2015,JERÉCUARO,OBRA,REHAB. DEL CAMINO A PIEDRAS DE LUMBRE,SOP/RF/IN/PU/IV/OB/OP/2015-0194,"CONSTRUCTORA LORESA, S.A. DE C.V.","$5,994,011.46 ",100.00 %,100.00 %,INVITACION CUANDO MENOS A 3
2015,JERÉCUARO,OBRA,REHAB. DEL CAMINO A SAN PEDRO DE LOS AGUSTINOS,SOP/RF/IN/PU/IV/OB/OP/2015-0193,"PAVIMENTOS MC, S.A. DE C.V.","$5,608,566.24 ",0.00 %,100.00 %,INVITACION CUANDO MENOS A 3
2015,IRAPUATO,OBRA,PAVIMENTACIÓN LA CAJA-EL CONEJO,SOP/RF/LP/PU/IV/OB/OP/2015-0198,"CONSTRUCTORA AZACAN, S.A. DE C.V.","$14,984,968.96 ",100.00 %,100.00 %,LICITACION PUBLICA
2015,SAN FRANCISCO DEL RINCÓN,OBRA,PAVIMENTACIÓN LA MURALLA DEL CADILLAL-EL GUAJE,SOP/RF/LP/PU/IV/OB/OP/2015-0197,"CONSORCIO CONSTRUCTOR ECO DEL BAJIO, S.A. DE C.V.","$17,048,989.51 ",100.00 %,100.00 %,LICITACION PUBLICA
2015,COMONFORT,OBRA,PAVIMENTACIÓN CAMINO PALMILLAS DE SAN JUAN,SOP/RF/LP/PU/IV/OB/OP/2015-0196,"CONSTRUCTORA AZACAN, S.A. DE C.V.","$25,345,424.92 ",100.00 %,100.00 %,LICITACION PUBLICA
2015,ABASOLO,OBRA,3A ETAPA DE LA UNIDAD ACADÉMICA VERTICAL Y EQUIPAMIENTO,SOP/RF/LP/PU/ED/OB/ITES/2015-0199,"COMERCIALIZADORA MGI DEL MORAL INTERNATIONAL, S.A. DE C.V.","$13,333,288.97 ",100.00 %,100.00 %,LICITACION PUBLICA
2015,PURÍSIMA DEL RINCÓN,OBRA,3A ETAPA DE LA UNIDAD ACADÉMICA VERTICAL Y EQUIPAMIENTO,SOP/RF/LP/PU/ED/OB/ITES/2015-0200,"DESARROLLADORES DE PROYECTOS BICENTENARIO, S.A. DE C.V.","$6,951,977.44 ",CONTRATO RESCINDIDO,100.00 %,LICITACION PUBLICA
2015,IRAPUATO,OBRA,2A ETAPA DEL CENTRO DE JUSTICIA PARA LAS MUJERES,SOP/RF/AE/PU/ED/OB/PGJ/2015-0204,BARAJAS ESPINOSA SERGIO ENRIQUE,"$75,207,088.17 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,SAN LUIS DE LA PAZ,OBRA,REHAB. DEL CAMINO E.C. SAN LUIS DE LA PAZ-CHUPADERO-LOS DOLO,SOP/RF/AM/PU/CT/OB/OP/2015-0202,"KORE CAMINOS DEL NORESTE, S.A. DE C.V.","$1,081,483.98 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,VICTORIA,OBRA,REHAB. DE LA NAVE IMPULSORA DE EMPLEO,SOP/RE/AM/PU/ED/OB/SDES/2015-0203,"KORE CAMINOS DEL NORESTE, S.A. DE C.V.","$1,352,530.83 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,VALLE DE SANTIAGO,PROYECTO,GIMNASIO AUDITORIO,SOP/RE/AM/PU/AO/SERV/UTSOE/2015-0201,MATA SEGOVIANO MIGUEL ANGEL,"$395,113.72 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,SILAO,OBRA,UMAPS EN MEDRANOS,SOP/RE/LS/PU/ED/OB/ISAPEG/2015-0206,ESTRADA GONZALEZ DAVID ALONSO,"$2,550,660.90 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2015,LEÓN,OBRA,ESTACIONAMIENTO DEL CENTRO DE INTERNACIÓN PARA ADOLESCENTES,SOP/RF/IN/PU/IV/OB/OP/2015-0208,"CONSORCIO CONSTRUCTOR ECO DEL BAJIO, S.A. DE C.V.","$3,392,025.50 ",100.00 %,100.00 %,INVITACION CUANDO MENOS A 3
2015,YURIRIA,OBRA,PAVIMENTACIÓN PUERTO DE ÁGUILA LIMÍTROFE CON VALLE DE STGO.,SOP/RF/IN/PU/IV/OB/OP/2015-0207,"CONSTRUCTORA LORESA, S.A. DE C.V.","$6,893,097.52 ",100.00 %,100.00 %,INVITACION CUANDO MENOS A 3
2015,CELAYA,OBRA,4A ETAPA EQUIPAMIENTO DEL MUSEO DE ARTE OCTAVIO OCAMPO,SOP/RF/IN/PU/ED/OB/IEC/2015-0205,LOPEZ DE LA FUENTE DUFAU MARIA ELENA DEL REFUGIO,"$9,993,471.98 ",100.00 %,100.00 %,INVITACION CUANDO MENOS A 3
2015,XICHÚ,OBRA,UMAPS EN SAN MIGUEL DE LAS CASITAS,SOP/RE/LP/PU/ED/OB/ISAPEG/2015-0210,"DE LA BARRERA CONSTRUYE, S.A DE C.V.","$5,347,707.77 ",100.00 %,100.00 %,LICITACION PUBLICA
2015,CORONEO,OBRA,UMAPS EN CEBOLLETAS,SOP/RE/LP/PU/ED/OB/ISAPEG/2015-0209,"PAVIMENTOS MC, S.A. DE C.V.","$4,809,442.12 ",100.00 %,100.00 %,LICITACION PUBLICA
2015,VICTORIA,OBRA,UMAPS EN CIENEGUILLA,SOP/RE/LS/PU/ED/OB/ISAPEG/2015-0214,"PROYECTO TRES, S.A. DE C.V.","$7,003,309.88 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2015,VALLE DE SANTIAGO,OBRA,1A ETAPA DEL CAMINO CHARCO DEL PANTOJA A AMP. LAS ESTACAS,SOP/RF/IN/PU/IV/OB/OP/2015-0218,"URBANIZADORA KURAMA, S.A. DE C.V.","$1,994,227.09 ",100.00 %,100.00 %,INVITACION CUANDO MENOS A 3
2015,SILAO,PROYECTO,INFRAESTRUCTURA DE CONECTIVIDAD CON LA COMUNIDAD SAN MIGUEL,SOP/RE/AM/PU/CT/SERV/GPI/2015-0217,ESTRADA GONZALEZ DAVID ALONSO,"$59,804.54 ",TERMINACION ANTICIPADA,0.00 %,ADJUDICACION DIRECTA
2015,GUANAJUATO,PROYECTO,REHAB. DEL TALLER GRÁFICO DE EDICIONES LA RANA,SOP/RE/AM/PU/AO/SERV/IEC/2015-0216,"GRUPO CINCO ARQUITECTOS ASOCIADOS, S.C.","$159,693.28 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,LEÓN,PROYECTO,REHAB. DE LA BIBLIOTECA WIGBERTO JIMÉNEZ MORENO,SOP/RE/AM/PU/AO/SERV/IEC/2015-0215,"CONSTRUCTORA ALVARADO DURAN, S.A. DE C.V.","$78,923.98 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,GUANAJUATO,OBRA,1A ETAPA DE PAV. DEL CAMINO DE ACCESO A SANTA ROSA DE LIMA,SOP/RF/IN/PU/IV/OB/OP/2015-0211,"CONSTRUCTORA Y CONSULTORA VIAN DEL CENTRO, S.A. DE C.V.","$3,427,776.06 ",100.00 %,85.78 %,INVITACION CUANDO MENOS A 3
2015,CORTAZAR,OBRA,REHAB. DEL CAMINO DE ACCESO A LA COMUNIDAD DE LA HUERTA,SOP/RE/LS/PU/IV/OB/OP/2015-0213,TORRES MORENO IVONE,"$1,382,631.93 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2015,PÉNJAMO,OBRA,REHAB. DEL CAMINO CERRITOS BLANCOS-CRUCES DE ROJAS,SOP/RE/LS/PU/IV/OB/OP/2015-0212,"URBANIZADORA VIBRAZA, S.A. DE C.V.","$1,374,004.55 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2015,SAN MIGUEL DE ALLENDE,OBRA,2A ETAPA DE PAV. CORRAL DE PIEDRAS DE ARRIBA-CLAVELLINAS,SOP/RF/LP/PU/IV/OB/OP/2015-0220,"URBANIZADORA Y CONSTRUCTORA GUTMEL, S. DE R.L. DE C.V.","$27,614,879.14 ",100.00 %,100.00 %,LICITACION PUBLICA
2015,PURÍSIMA DEL RINCÓN,OBRA,UNIDAD DEPORTIVA,SOP/RF/LP/PU/ED/OB/CODE/2015-0219,"PROYECTOS Y CONSTRUCCIONES RAYSE, S.A. DE C.V.","$22,976,869.12 ",100.00 %,100.00 %,LICITACION PUBLICA
2015,SAN JOSÉ ITURBIDE,OBRA,REHAB. DEL CAMINO SAN JOSÉ ITURBIDE-PUERTO CARROZA,SOP/RF/AE/PU/CT/OB/OP/2015-0223,"KORE CAMINOS DEL NORESTE, S.A. DE C.V.","$2,982,661.29 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2015,VARIOS MUNICIPIOS,ESTUDIO,EJE METROPOLITANO TRAMO: GPI-COMANJILLA,SOP/RE/AM/PU/CT/SERV/OP/2015-0222,"SCALA, SUPERVISION, CONSULTORIA, ASESORIA Y LABORATORIO, S.A. DE C.V.","$350,505.14 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,YURIRIA,OBRA,"GRADAS, BAÑOS Y VESTIDORES EN UNIDAD DEPORTIVA MUNICIPAL",SOP/RF/IN/PU/ED/OB/CODE/2015-0221,BACA SANCHEZ ADRIAN ISAIAS,"$1,980,682.17 ",100.00 %,100.00 %,INVITACION CUANDO MENOS A 3
2015,LEÓN,OBRA,CAISES EN SAN PEDRO DE LOS HERNÁNDEZ,SOP/RE/AM/PU/ED/OB/ISAPEG/2015-0224,"DESARROLLO URBANISTICO JAO, S.A. DE C.V.","$319,175.27 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,URIANGATO,OBRA,2A ETAPA DE LA UNIDAD MULTIFUNCIONAL DE TALLERES Y LAB.,SOP/RF/LP/PU/ED/OB/ITSUR/2015-0227,"TAPIA DISEÑO CONSTRUCCION CONSULTORIA Y ARRENDAMIENTO, S.A. DE C.V.","$15,860,868.99 ",100.00 %,100.00 %,LICITACION PUBLICA
2015,XICHÚ,OBRA,REHAB. DEL CAMINO PASO DE GUILLERMO-PINALITO,SOP/RE/LS/PU/IV/OB/OP/2015-0226,"CONSTRUCCIONES SIERRA GORDA, S.A. DE C.V.","$1,350,937.26 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2015,SANTA CATARINA,OBRA,REHAB. DEL CAMINO ZAPOTE DE CORRAL FALSO-LIMITES CON XICHÚ,SOP/RE/LS/PU/IV/OB/OP/2015-0225,"KORE CAMINOS DEL NORESTE, S.A. DE C.V.","$1,294,418.71 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2015,LEÓN,ESTUDIO,PROG. AMB. DE AUT. AMB. MODER. SANTA ANA DEL CONDE,SOP/RE/AM/PU/CT/SERV/OP/2015-0228,PARRA SANCHEZ MARIANA,"$47,341.87 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,VARIOS MUNICIPIOS,ESTUDIO,EVAL. CTO BENEF PAQ. 3 2015,SOP/RE/AM/PU/CT/SERV/OP/2015-0229,"EVIAL INGENIERIA, S.A. DE C.V.","$508,292.96 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,CORONEO,OBRA,CENTRO DE SALUD CON SERVICIOS AMPLIADOS (CESSA),SOP/RE/LP/PU/ED/OB/ISAPEG/2015-0233,BARRERA MEDINA DIONISIO,"$16,968,736.99 ",TERMINACION ANTICIPADA,100.00 %,LICITACION PUBLICA
2015,LEÓN,PROYECTO,ALMACÉN PARA EL TEATRO DEL BICENTENARIO Y ZONA DE SERVICIOS,SOP/RE/AM/PU/AO/SERV/FORUM/2015-0230,ONTIVEROS OROZCO MARIO,"$149,658.06 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,SAN FRANCISCO DEL RINCÓN,OBRA,"PARADERO EN COM. BUENAVISTA, CARR. LEÓN-SAN FCO (ECO-BLVR.)",SOP/RE/AM/PU/CT/OB/OP/2015-0232,"PROYECTOS Y CONSTRUCCIONES RAYSE, S.A. DE C.V.","$161,132.35 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,SILAO,ESTUDIO,MIA DEL ARCO NORORIENTE DE SILAO,SOP/RE/AM/PU/CT/SERV/OP/2015-0231,ORNELAS JASSO DANIEL,"$280,727.67 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,VARIOS MUNICIPIOS,ESTUDIO,DETERMINACIÓN DE RAMPAS MÁS PENDIENTES Y GRADOS DE CURVATURA,SOP/RE/AM/PU/CT/SERV/OP/2015-0236,"GRUPO CONSTRUCTOR ALEAMA, S.A. DE C.V.","$948,652.35 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2015,PURÍSIMA DEL RINCÓN,OBRA,1A ETAPA DE LA UNIDAD ACADÉMICA VERTICAL,SOP/RE/AM/PU/ED/OB/ITES/2015-0235,"ARPE PAVIMENTACION Y EDIFICACIONES, S.A. DE C.V.","$921,707.13 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
